,listing_id,date,rent,bedrooms,bathrooms,sqft,rent_sqft,fips_block,state,region,mpo_id,lng,lat,cars_tot,children_tot,persons_tot,workers_tot,age_of_head_med,income_med,hhs_tot,race_of_head_1,race_of_head_2,race_of_head_3,race_of_head_4,race_of_head_5,race_of_head_6,race_of_head_7,race_of_head_8,race_of_head_9,recent_mover_0,recent_mover_1,tenure_1,tenure_2
35271,5985750065,2017-02-01,2518.0,1.0,1.0,796.0,3.16331658291457,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
35280,5985748237,2017-02-01,2442.0,1.0,1.0,735.0,3.3224489795918397,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
35296,5985745320,2017-02-01,2800.0,2.0,2.0,1000.0,2.8,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
35299,5985744428,2017-02-01,2400.0,2.0,1.0,900.0,2.6666666666666696,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
35472,5963953706,2017-01-17,2675.0,2.0,1.5,1050.0,2.5476190476190497,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
35512,5963944027,2017-01-17,2300.0,4.0,3.0,2200.0,1.04545454545455,60770052063206,CA,sfbay,6196800.0,-121.5397,37.7695,8222.0,4043.0,11864.0,4902.0,46.0,92000.0,3476.0,1412.0,362.0,47.0,1.0,19.0,839.0,46.0,407.0,343.0,2601.0,875.0,2661.0,815.0
35530,5963889124,2017-01-17,1895.0,1.0,1.0,600.0,3.15833333333333,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
35672,5964199866,2017-01-17,2450.0,2.0,1.5,1000.0,2.45,60855057003022,CA,sfbay,6197001.0,-121.940868,37.345440999999994,1280.0,447.0,1888.0,854.0,43.0,73800.0,647.0,403.0,88.0,4.0,2.0,7.0,55.0,6.0,42.0,40.0,363.0,284.0,239.0,408.0
35699,5953468986,2017-01-17,1950.0,1.0,1.0,640.0,3.046875,60133451121024,CA,sfbay,6197001.0,-121.93708400000001,37.761623,2364.0,1142.0,3338.0,1530.0,47.0,136650.0,1138.0,755.0,26.0,1.0,1.0,1.0,303.0,3.0,18.0,30.0,847.0,291.0,736.0,402.0
35706,5964231852,2017-01-17,2295.0,2.0,2.0,1200.0,1.9125,60014426021003,CA,sfbay,6197001.0,-122.003684,37.553618,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
35879,5987921126,2017-02-03,2455.0,2.0,2.0,1100.0,2.23181818181818,60014417002006,CA,sfbay,6197001.0,-122.00821599999999,37.551842,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
35913,5987910991,2017-02-03,1960.0,2.0,1.0,900.0,2.17777777777778,60014417002006,CA,sfbay,6197001.0,-122.008173,37.55174,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
35924,5987933180,2017-02-03,1805.0,1.0,1.0,610.0,2.95901639344262,60014413024002,CA,sfbay,6197001.0,-122.021906,37.566062,959.0,310.0,1300.0,534.0,51.0,87700.0,456.0,174.0,1.0,3.0,1.0,1.0,247.0,3.0,18.0,8.0,327.0,129.0,290.0,166.0
35976,5987872648,2017-02-03,2935.0,1.0,1.0,914.0,3.21115973741794,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
35987,5987900251,2017-02-03,4750.0,4.0,3.0,2640.0,1.7992424242424199,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
36014,5987879835,2017-02-03,2295.0,2.0,1.0,895.0,2.56424581005587,60014423012005,CA,sfbay,6197001.0,-121.96077,37.530936,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
36038,5987885550,2017-02-03,1995.0,1.0,1.0,730.0,2.7328767123287703,60014423012005,CA,sfbay,6197001.0,-121.96077,37.530936,903.0,374.0,1340.0,535.0,49.0,70000.0,424.0,157.0,16.0,10.0,1.0,1.0,169.0,7.0,36.0,27.0,359.0,65.0,143.0,281.0
36065,5987860624,2017-02-03,2510.0,1.0,1.0,741.0,3.3873144399460204,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
36070,5987874936,2017-02-03,1897.0,1.0,1.0,565.0,3.3575221238938098,60014419261001,CA,sfbay,6197001.0,-121.979616,37.543818,1389.0,664.0,2276.0,940.0,43.0,57000.0,820.0,249.0,82.0,16.0,1.0,3.0,301.0,7.0,100.0,61.0,535.0,285.0,145.0,675.0
36131,5987851660,2017-02-03,2185.0,0.0,1.0,545.0,4.00917431192661,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
36134,5987851073,2017-02-03,2050.0,1.0,1.0,527.0,3.8899430740037997,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
36268,5965217539,2017-01-18,2166.0,1.0,1.0,594.0,3.64646464646465,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
36281,5965201943,2017-01-18,2960.0,1.0,1.0,702.0,4.2165242165242205,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
36312,5965190769,2017-01-18,1955.0,2.0,1.0,900.0,2.17222222222222,60014417002006,CA,sfbay,6197001.0,-122.008045,37.551671999999996,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
36446,5987009484,2017-02-02,3195.0,3.0,1.0,1107.0,2.88617886178862,60855055002006,CA,sfbay,6197001.0,-121.96456200000002,37.346041,1323.0,438.0,1784.0,847.0,49.0,50510.0,718.0,450.0,37.0,5.0,1.0,2.0,151.0,2.0,48.0,22.0,550.0,168.0,329.0,389.0
36462,5987005221,2017-02-02,2879.0,2.0,1.0,982.0,2.93177189409369,60014419251021,CA,sfbay,6197001.0,-121.975581,37.553177000000005,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
36479,5987002140,2017-02-02,2485.0,3.0,2.0,1100.0,2.25909090909091,60014419261002,CA,sfbay,6197001.0,-121.97737099999999,37.542636,1389.0,664.0,2276.0,940.0,43.0,57000.0,820.0,249.0,82.0,16.0,1.0,3.0,301.0,7.0,100.0,61.0,535.0,285.0,145.0,675.0
36590,5965349996,2017-01-18,2434.0,1.0,1.0,730.0,3.3342465753424704,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
36601,5958374608,2017-01-18,2095.0,2.0,1.0,730.0,2.86986301369863,60855055002016,CA,sfbay,6197001.0,-121.965007,37.342841,1323.0,438.0,1784.0,847.0,49.0,50510.0,718.0,450.0,37.0,5.0,1.0,2.0,151.0,2.0,48.0,22.0,550.0,168.0,329.0,389.0
36625,5965343890,2017-01-18,2729.0,3.0,2.0,1100.0,2.4809090909090896,60014419261002,CA,sfbay,6197001.0,-121.97737099999999,37.542636,1389.0,664.0,2276.0,940.0,43.0,57000.0,820.0,249.0,82.0,16.0,1.0,3.0,301.0,7.0,100.0,61.0,535.0,285.0,145.0,675.0
36638,5965339387,2017-01-18,2548.0,2.0,2.0,900.0,2.83111111111111,60014419261002,CA,sfbay,6197001.0,-121.97737099999999,37.542636,1389.0,664.0,2276.0,940.0,43.0,57000.0,820.0,249.0,82.0,16.0,1.0,3.0,301.0,7.0,100.0,61.0,535.0,285.0,145.0,675.0
36679,5965326258,2017-01-18,2349.0,2.0,2.0,800.0,2.93625,60014418001007,CA,sfbay,6197001.0,-122.00097199999999,37.554936,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
36686,5965324536,2017-01-18,2349.0,2.0,2.0,800.0,2.93625,60014418001007,CA,sfbay,6197001.0,-122.00097199999999,37.554936,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
36694,5965322971,2017-01-18,2349.0,2.0,2.0,800.0,2.93625,60014418001007,CA,sfbay,6197001.0,-122.00097199999999,37.554936,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
36708,5965319542,2017-01-18,2150.0,1.0,1.0,693.0,3.1024531024531,60014419251001,CA,sfbay,6197001.0,-121.97103,37.558,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
36716,5965317342,2017-01-18,2675.0,2.0,1.5,1050.0,2.5476190476190497,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
36773,5965299924,2017-01-18,2349.0,2.0,2.0,1091.0,2.15307057745188,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
36914,5965364484,2017-01-18,2088.0,1.0,1.0,735.0,2.84081632653061,60014419251019,CA,sfbay,6197001.0,-121.966975,37.554802,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
36943,5965371002,2017-01-18,3146.0,3.0,3.0,1366.0,2.30307467057101,60014419251014,CA,sfbay,6197001.0,-121.96718899999999,37.55487,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
37256,5988632384,2017-02-03,2249.0,1.0,1.0,735.0,3.05986394557823,60014419251014,CA,sfbay,6197001.0,-121.96723200000001,37.554751,2380.0,386.0,3247.0,2093.0,35.0,115360.0,1580.0,451.0,25.0,8.0,1.0,2.0,979.0,8.0,6.0,100.0,852.0,728.0,399.0,1181.0
37279,5988626874,2017-02-03,2295.0,2.0,2.0,1200.0,1.9125,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
37382,5988592101,2017-02-03,3090.0,2.0,2.0,991.0,3.1180625630676095,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
37424,5988597826,2017-02-03,3060.0,1.0,1.0,1023.0,2.99120234604106,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
37450,5958034076,2017-01-19,1995.0,1.0,1.0,710.0,2.80985915492958,60014412001021,CA,sfbay,6197001.0,-121.99403799999999,37.580085,2302.0,847.0,3052.0,1385.0,45.0,60000.0,1082.0,588.0,71.0,19.0,2.0,4.0,154.0,11.0,152.0,81.0,692.0,390.0,351.0,731.0
37452,5958030705,2017-01-19,1795.0,1.0,0.0,630.0,2.8492063492063497,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
37471,5966534796,2017-01-19,2643.0,3.0,2.0,994.0,2.658953722334,60014416023015,CA,sfbay,6197001.0,-122.020572,37.549535999999996,1841.0,883.0,2987.0,1145.0,46.0,65000.0,926.0,353.0,93.0,29.0,1.0,3.0,171.0,14.0,176.0,86.0,654.0,272.0,403.0,523.0
37474,5966534118,2017-01-19,2243.0,2.0,1.0,785.0,2.85732484076433,60014416023015,CA,sfbay,6197001.0,-122.020572,37.549535999999996,1841.0,883.0,2987.0,1145.0,46.0,65000.0,926.0,353.0,93.0,29.0,1.0,3.0,171.0,14.0,176.0,86.0,654.0,272.0,403.0,523.0
37476,5966533456,2017-01-19,1746.0,1.0,1.0,605.0,2.8859504132231404,60014416023015,CA,sfbay,6197001.0,-122.020572,37.549535999999996,1841.0,883.0,2987.0,1145.0,46.0,65000.0,926.0,353.0,93.0,29.0,1.0,3.0,171.0,14.0,176.0,86.0,654.0,272.0,403.0,523.0
37620,5966459340,2017-01-19,3500.0,3.0,2.0,1375.0,2.54545454545455,60750314003006,CA,sfbay,6197001.0,-122.458978,37.711359,791.0,117.0,1340.0,726.0,54.0,47000.0,478.0,105.0,91.0,2.0,1.0,1.0,151.0,1.0,76.0,50.0,395.0,83.0,169.0,309.0
37633,5966485515,2017-01-19,2800.0,2.0,2.0,1000.0,2.8,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
37695,5966715244,2017-01-19,2850.0,2.0,2.0,1051.0,2.71170313986679,60855050012008,CA,sfbay,6197001.0,-121.956874,37.405038,1429.0,262.0,1646.0,1039.0,47.0,80000.0,767.0,221.0,115.0,13.0,1.0,1.0,355.0,1.0,30.0,30.0,493.0,274.0,282.0,485.0
37716,5966734339,2017-01-19,2299.0,2.0,2.0,1008.0,2.28075396825397,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
37718,5966733847,2017-01-19,3200.0,3.0,2.0,1599.0,2.00125078173859,60133551143016,CA,sfbay,6197001.0,-121.92026100000001,37.796865000000004,5199.0,2023.0,6692.0,3288.0,49.0,149000.0,2204.0,1113.0,48.0,3.0,1.0,1.0,926.0,7.0,39.0,66.0,1884.0,320.0,1886.0,318.0
37720,5966712278,2017-01-19,1995.0,1.0,1.0,668.0,2.9865269461077797,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
37871,5966804624,2017-01-19,2074.0,1.0,1.0,637.0,3.25588697017268,60855050093000,CA,sfbay,6197001.0,-121.95833300000001,37.411173,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
37897,5966748217,2017-01-19,2950.0,3.0,2.0,1300.0,2.26923076923077,60855057003033,CA,sfbay,6197001.0,-121.93743700000002,37.339979,1280.0,447.0,1888.0,854.0,43.0,73800.0,647.0,403.0,88.0,4.0,2.0,7.0,55.0,6.0,42.0,40.0,363.0,284.0,239.0,408.0
38243,5966982382,2017-01-19,2630.0,1.0,1.0,931.0,2.82491944146079,60855050093009,CA,sfbay,6197001.0,-121.95382099999999,37.414772,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
38261,5966977811,2017-01-19,2837.0,2.0,2.0,1100.0,2.5790909090909104,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
38274,5966967734,2017-01-19,2420.0,1.0,1.0,740.0,3.27027027027027,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
38291,5967103399,2017-01-19,3915.0,2.0,2.0,1365.0,2.86813186813187,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
38293,5967101864,2017-01-19,3385.0,1.0,1.0,1072.0,3.1576492537313396,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
38357,5967132258,2017-01-19,2295.0,2.0,2.0,1200.0,1.9125,60014426021003,CA,sfbay,6197001.0,-122.003684,37.553618,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
38747,5968476909,2017-01-20,1375.0,2.0,1.0,884.0,1.55542986425339,60952517012000,CA,sfbay,6197001.0,-122.26210400000001,38.121121,1088.0,162.0,1343.0,650.0,55.0,35000.0,733.0,477.0,122.0,12.0,1.0,4.0,22.0,13.0,37.0,45.0,460.0,273.0,264.0,469.0
38868,5968642964,2017-01-21,3395.0,3.0,2.0,1500.0,2.26333333333333,60133551143054,CA,sfbay,6197001.0,-121.91903799999999,37.775519,5199.0,2023.0,6692.0,3288.0,49.0,149000.0,2204.0,1113.0,48.0,3.0,1.0,1.0,926.0,7.0,39.0,66.0,1884.0,320.0,1886.0,318.0
38975,5969142616,2017-01-21,1995.0,1.0,1.0,710.0,2.80985915492958,60014412001021,CA,sfbay,6197001.0,-121.99403799999999,37.580085,2302.0,847.0,3052.0,1385.0,45.0,60000.0,1082.0,588.0,71.0,19.0,2.0,4.0,154.0,11.0,152.0,81.0,692.0,390.0,351.0,731.0
38978,5969140171,2017-01-21,2225.0,2.0,1.0,840.0,2.64880952380952,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
38984,5969138059,2017-01-21,1795.0,1.0,1.0,630.0,2.8492063492063497,60014412001021,CA,sfbay,6197001.0,-121.99403799999999,37.580085,2302.0,847.0,3052.0,1385.0,45.0,60000.0,1082.0,588.0,71.0,19.0,2.0,4.0,154.0,11.0,152.0,81.0,692.0,390.0,351.0,731.0
38990,5969136743,2017-01-21,1795.0,1.0,0.0,630.0,2.8492063492063497,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
39016,5969131614,2017-01-21,2850.0,3.0,1.5,1200.0,2.375,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
39080,5969349600,2017-01-21,3100.0,2.0,1.0,900.0,3.44444444444444,60014412001021,CA,sfbay,6197001.0,-121.978154,37.572661,2302.0,847.0,3052.0,1385.0,45.0,60000.0,1082.0,588.0,71.0,19.0,2.0,4.0,154.0,11.0,152.0,81.0,692.0,390.0,351.0,731.0
39272,5969277565,2017-01-21,2300.0,4.0,2.5,2600.0,0.8846153846153849,60770052063206,CA,sfbay,6196800.0,-121.5397,37.7695,8222.0,4043.0,11864.0,4902.0,46.0,92000.0,3476.0,1412.0,362.0,47.0,1.0,19.0,839.0,46.0,407.0,343.0,2601.0,875.0,2661.0,815.0
39318,5969769879,2017-01-21,1300.0,1.0,1.0,500.0,2.6,60770052063206,CA,sfbay,6196800.0,-121.5397,37.7695,8222.0,4043.0,11864.0,4902.0,46.0,92000.0,3476.0,1412.0,362.0,47.0,1.0,19.0,839.0,46.0,407.0,343.0,2601.0,875.0,2661.0,815.0
39336,5969765691,2017-01-21,3265.0,2.0,2.0,1077.0,3.03156917363046,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
39429,5969723762,2017-01-21,2450.0,2.0,2.0,1037.0,2.3625843780135,60014417002006,CA,sfbay,6197001.0,-122.00831799999999,37.551264,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
39439,5969719943,2017-01-21,2695.0,3.0,2.0,1211.0,2.22543352601156,60014417002006,CA,sfbay,6197001.0,-122.00831799999999,37.551264,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
39454,5969722374,2017-01-21,2045.0,1.0,1.0,747.0,2.7376171352075,60014417002006,CA,sfbay,6197001.0,-122.00831799999999,37.551264,1829.0,867.0,2866.0,1059.0,48.0,85470.0,887.0,357.0,19.0,18.0,1.0,1.0,354.0,15.0,59.0,63.0,790.0,97.0,529.0,358.0
39460,5969721332,2017-01-21,1950.0,1.0,1.0,527.0,3.7001897533206805,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
39465,5969719374,2017-01-21,1850.0,1.0,1.0,668.0,2.76946107784431,60014418001005,CA,sfbay,6197001.0,-121.995997,37.558468,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
39482,5969708620,2017-01-21,1950.0,1.0,1.0,527.0,3.7001897533206805,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
39483,5969714280,2017-01-21,3170.0,2.0,2.0,1072.0,2.95708955223881,60855050093009,CA,sfbay,6197001.0,-121.946547,37.410542,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
39516,5969807617,2017-01-21,2785.0,0.0,1.0,1105.0,2.52036199095023,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
39594,5969784347,2017-01-21,3265.0,2.0,2.0,1077.0,3.03156917363046,60855050093009,CA,sfbay,6197001.0,-121.95464199999999,37.41276,1998.0,501.0,2616.0,1496.0,39.0,90000.0,1046.0,283.0,104.0,14.0,1.0,2.0,527.0,3.0,63.0,49.0,687.0,359.0,215.0,831.0
39653,5969850288,2017-01-21,2500.0,2.0,1.0,1016.0,2.46062992125984,60014426021002,CA,sfbay,6197001.0,-122.002831,37.553041,1823.0,994.0,3066.0,1009.0,42.0,48500.0,979.0,441.0,35.0,21.0,1.0,1.0,301.0,16.0,109.0,54.0,744.0,235.0,261.0,718.0
39769,5989813455,2017-02-04,2435.0,2.0,1.0,985.0,2.47208121827411,60014418001002,CA,sfbay,6197001.0,-121.9999,37.5605,1811.0,569.0,2310.0,1109.0,52.0,60000.0,902.0,419.0,32.0,25.0,3.0,3.0,196.0,13.0,139.0,72.0,843.0,59.0,473.0,429.0
39806,5989781162,2017-02-04,3650.0,2.0,2.0,1375.0,2.6545454545454503,60750314003006,CA,sfbay,6197001.0,-122.45902099999999,37.711359,791.0,117.0,1340.0,726.0,54.0,47000.0,478.0,105.0,91.0,2.0,1.0,1.0,151.0,1.0,76.0,50.0,395.0,83.0,169.0,309.0
39830,5989764942,2017-02-04,2645.0,1.0,1.0,805.0,3.28571428571429,60855050081001,CA,sfbay,6197001.0,-121.9406,37.4087,3560.0,792.0,5139.0,3170.0,33.0,115000.0,2453.0,756.0,52.0,14.0,2.0,4.0,1500.0,8.0,59.0,58.0,1220.0,1233.0,15.0,2438.0
39846,5970019868,2017-01-21,2800.0,2.0,2.5,1500.0,1.8666666666666698,60014412001007,CA,sfbay,6197001.0,-121.976395,37.5771,2302.0,847.0,3052.0,1385.0,45.0,60000.0,1082.0,588.0,71.0,19.0,2.0,4.0,154.0,11.0,152.0,81.0,692.0,390.0,351.0,731.0
